5786.705394	5.228215768
1560.228155	5.218446602
699.464	        6.018666667
1752.576389	4.861111111
3970.331551	6.438502674
5969.423237	5.373443983
506.1052632	4.192982456
1661.770833	5.875
3393.299213	5.968503937
2612.753968	4.765873016
1178.899425	6.402298851
1947.582822	6.09202454
1470.789744	4.620512821
4251.568493	7.123287671
2233.893688	5.006644518
4732.892116	5.950207469
2331.866667	5.256410256
3100.354651	5.970930233
5311.878613	5.36416185
411.162234	5.92287234
2712.296512	7.433139535
5887.058824	6.098039216
4346.050388	5.976744186
602.8553616	5.760598504
1852.78327	5.365019011
3196.737342	6.857594937
3577.29703	6.620462046
3775.183007	6.607843137
5113.442308	6.473076923
6076.094203	6
317.2780612	6.658163265
3669.354756	7.233933162
3239.208333	367.0625
3202.789157	372.4487952
3166.105263	371
3246.963964	373.2612613
3033.343137	373.9117647
3332.846906	372.8306189
3182.782609	385.9130435
3251.264151	389.3207547
3151.26988	388.7518072
2873.818182	420.1818182
3015.908046	419.8761175
3409.460714	420.8702381
3484.16303	427.8767651
3350.454819	437.8704819
3548.764904	435.9460067
2712.39852	447.3276956
3199.070755	444.9716981
3524.824324	448.1875
3668.910256	448.1794872
3654.346154	448.3461538
2581.921739	451.8434783
3633.971154	451.9326923
2939.156846	450.0701906
2875.925466	457.9130435
3124.495475	458.4988688
3289.635478	459.8323587
2664.557252	468.0992366
3011.15049	464.1932324
2543.3	464.5
3489.4	467.96
2858.627329	468.6273292
3178.47697	469.8219038
2842.107477	472.0794393
3078.057041	472.1105169
2610.339339	473.0570571
3281.21875	472.875
2557.941406	473.9296875
2542.360119	480.8005952
2585.250639	483.2762148
3049.738167	479.286002
3734.482436	481.4613583
3204.35122	484.4878049
3513.612971	485.2887029
3545.616477	488.0142045
2912.158809	474.0421836
2368.656015	485.9520677
3974.810484	489.7432796
3351.181688	490.2703863
2300.816229	491.9498807
2338.155894	491.1901141
3818.04878	490.6496674
2634.350148	491.7462908
2850.921519	494.4835443
3636.322689	492.0319328
2942.981025	496.56926
3139.064677	495.5547264
3218.124051	494.7367089
2886.919075	493.5450041
2720.42351	498.0829308
3460.346154	498.5576923
3732.255319	499.8723404
3281.614583	504.70625
3406.896552	506.25
3200.232104	506.1475054
2253.439929	506.0477032
3714.5625	506.625
2510.654596	506.3927577
2864.028369	505.7092199
3351.559113	509.9950739
3487.484672	510.3445255
3535.731449	509.6466431
3414.107692	512.0461538
3377.339506	511.2160494
3179.481928	514.1191432
3306.961715	514.6125574
2925.95	516.4365385
2805.670185	517.3852243
2541.447853	518.7852761
3719.065245	523.2747804
3761.897778	523.6237037
2575.302169	528.4046372
3927.291667	527
2607.762896	527.7891403
2177.324468	530.2898936
2506.985965	530.1666667
3139.811966	526.3931624
3217.148148	541.2389486
